longitude,latitude,ATTR1
-103.7,31.439999999999998,0.9239585754183788
-103.69,31.439999999999998,0.9533739404233352
-103.68,31.439999999999998,0.9702942084894453
-103.67,31.439999999999998,0.97666119057826
-103.66,31.439999999999998,0.9765913129142896
-103.65,31.439999999999998,0.9729405591323642
-103.64,31.439999999999998,0.9664287417689352
-103.63,31.439999999999998,0.9566501043690164
-103.62,31.439999999999998,0.946105359033699
-103.61,31.439999999999998,0.93486416976703
-103.6,31.439999999999998,0.9221874344293384
-103.59,31.439999999999998,0.899427708299467
-103.58,31.439999999999998,0.8601605483013022
-103.57,31.439999999999998,0.8063020821232733
-103.56,31.439999999999998,0.7559147705124454
-103.55,31.439999999999998,0.7274281515742884
-103.54,31.439999999999998,0.7294230512034763
-103.53,31.439999999999998,0.7438451988879304
-103.52,31.439999999999998,0.7581646528211418
-103.51,31.439999999999998,0.7649083721672291
-103.5,31.439999999999998,0.770194062099604
-103.49,31.439999999999998,0.7797463475393425
-103.48,31.439999999999998,0.7918144640554006
-103.47,31.439999999999998,0.8020817620506564
-103.46,31.439999999999998,0.7992954556515184
-103.45,31.439999999999998,0.7833733767342639
-103.44,31.439999999999998,0.7555311387814728
-103.43,31.439999999999998,0.7233587463801885
-103.42,31.439999999999998,0.6932782740194512
-103.41,31.439999999999998,0.6712802165279806
-104.0,31.45,
-103.99,31.45,0.9786637892267414
-103.98,31.45,0.97890668702806
-103.97,31.45,0.9794821032648259
-103.96,31.45,0.980195688043368
-103.95,31.45,0.9815341791693812
-103.94,31.45,0.9829128254099287
-103.93,31.45,0.9843608881473807
-103.92,31.45,0.9860803192248055
-103.91,31.45,0.9876933937848258
-103.9,31.45,0.9893408989468284
-103.89,31.45,0.9909722383845969
-103.88,31.45,0.9922845555087322
-103.87,31.45,0.9937625660822121
-103.86,31.45,0.9953180786964354
-103.85,31.45,0.9963909742085911
-103.84,31.45,0.9969712812602255
-103.83,31.45,0.9960891205462934
-103.82,31.45,0.9912337665428258
-103.81,31.45,0.9811660635792036
-103.8,31.45,0.9636828800180927
-103.79,31.45,0.9367615469988835
-103.78,31.45,0.9022221450553545
-103.77,31.45,0.8600651276914751
-103.76,31.45,0.8164036608395899
-103.75,31.45,0.7823935223488521
-103.74,31.45,0.772656390683495
-103.73,31.45,0.7936480432879343
-103.72,31.45,0.8359026349938661
-103.71,31.45,0.8838524205779787
-103.7,31.45,0.925789459904954
-103.69,31.45,0.9546390323908793
-103.68,31.45,0.9700251547228702
-103.67,31.45,0.9743625028834138
-103.66,31.45,0.9728185447258144
-103.65,31.45,0.9690118624895051
-103.64,31.45,0.964423331073083
-103.63,31.45,0.9568794418553168
-103.62,31.45,0.9446206490291974
-103.61,31.45,0.9276236151540173
-103.6,31.45,0.9066853781328276
-103.59,31.45,0.8804372817922897
-103.58,31.45,0.8466764156001529
-103.57,31.45,0.8111904247132623
-103.56,31.45,0.7826511148340128
-103.55,31.45,0.7729667025647274
-103.54,31.45,0.77735764985626
-103.53,31.45,0.7879198202847152
-103.52,31.45,0.7990436398175944
-103.51,31.45,0.8073381621701878
-103.5,31.45,0.8162645715595138
-103.49,31.45,0.8310843906689676
-103.48,31.45,0.848594466885355
-103.47,31.45,0.8616515710713594
-103.46,31.45,0.8611492889782936
-103.45,31.45,0.8463513330153196
-103.44,31.45,0.8205769422451147
-103.43,31.45,0.7883596507317914
-103.42,31.45,0.7593176497110153
-103.41,31.45,0.738367637838738
-104.0,31.459999999999997,
-103.99,31.459999999999997,0.9738566272102913
-103.98,31.459999999999997,0.9735605004601258
-103.97,31.459999999999997,0.9736974687046343
-103.96,31.459999999999997,0.9741826331515021
-103.95,31.459999999999997,0.9750843022813581
-103.94,31.459999999999997,0.9762025737715924
-103.93,31.459999999999997,0.9776206441484828
-103.92,31.459999999999997,0.9791571491232733
-103.91,31.459999999999997,0.9807844057275927
-103.9,31.459999999999997,0.982480023198259
-103.89,31.459999999999997,0.9840184530725198
-103.88,31.459999999999997,0.9858030803481328
-103.87,31.459999999999997,0.9874998689196959
-103.86,31.459999999999997,0.9893283202208706
-103.85,31.459999999999997,0.991227804158276
-103.84,31.459999999999997,0.9922302568168135
-103.83,31.459999999999997,0.9918561050827576
-103.82,31.459999999999997,0.9872111838391254
-103.81,31.459999999999997,0.977648438540114
-103.8,31.459999999999997,0.9604958083689139
-103.79,31.459999999999997,0.9352417626196562
-103.78,31.459999999999997,0.9024523832065445
-103.77,31.459999999999997,0.8638792913015199
-103.76,31.459999999999997,0.8247517674182587
-103.75,31.459999999999997,0.7948372280299916
-103.74,31.459999999999997,0.7894730944479609
-103.73,31.459999999999997,0.8052587813102182
-103.72,31.459999999999997,0.845525568891528
-103.71,31.459999999999997,0.8890757912382246
-103.7,31.459999999999997,0.9296411264422606
-103.69,31.459999999999997,0.9545889458037051
-103.68,31.459999999999997,0.9672751823481569
-103.67,31.459999999999997,0.9669488215990427
-103.66,31.459999999999997,0.9591498571591734
-103.65,31.459999999999997,0.9518339397556774
-103.64,31.459999999999997,0.9460547284811571
-103.63,31.459999999999997,0.9419221766338528
-103.62,31.459999999999997,0.9334122607996616
-103.61,31.459999999999997,0.9189981260207502
-103.6,31.459999999999997,0.8986288344405565
-103.59,31.459999999999997,0.8769640032904971
-103.58,31.459999999999997,0.8508987989611984
-103.57,31.459999999999997,0.8285358403215105
-103.56,31.459999999999997,0.80760911994251
-103.55,31.459999999999997,0.8001994969317485
-103.54,31.459999999999997,0.7968036065191136
-103.53,31.459999999999997,0.8020111169127051
-103.52,31.459999999999997,0.8109730792589193
-103.51,31.459999999999997,0.8211985537342451
-103.5,31.459999999999997,0.8340929353628934
-103.49,31.459999999999997,0.8521887032904294
-103.48,31.459999999999997,0.8708061238229639
-103.47,31.459999999999997,0.8848607753568584
-103.46,31.459999999999997,0.8894454732020147
-103.45,31.459999999999997,0.8771502295883149
-103.44,31.459999999999997,0.8574177799744578
-103.43,31.459999999999997,0.8345468945649017
-103.42,31.459999999999997,0.8137958718561893
-103.41,31.459999999999997,0.8028085767871003
-104.0,31.47,
-103.99,31.47,0.9680123190199549
-103.98,31.47,0.967123336643691
-103.97,31.47,0.9666876484260993
-103.96,31.47,0.9666533146001639
-103.95,31.47,0.9670531321174193
-103.94,31.47,0.9678202691165905
-103.93,31.47,0.9688655470069156
-103.92,31.47,0.9700883655501311
-103.91,31.47,0.9713989533868308
-103.9,31.47,0.9727500173445616
-103.89,31.47,0.9741529924234
-103.88,31.47,0.9757684952358565
-103.87,31.47,0.9774094438779449
-103.86,31.47,0.9792825713142177
-103.85,31.47,0.9812739159014775
-103.84,31.47,0.9824963195660191
-103.83,31.47,0.9821211752372982
-103.82,31.47,0.9779301385298997
-103.81,31.47,0.9688097710285088
-103.8,31.47,0.9532603580458598
-103.79,31.47,0.9308862033540087
-103.78,31.47,0.9019637274694328
-103.77,31.47,0.8688730341681593
-103.76,31.47,0.836549471370051
-103.75,31.47,0.8133156050625732
-103.74,31.47,0.8087192362573538
-103.73,31.47,0.8254454225813685
-103.72,31.47,0.8586455522598293
-103.71,31.47,0.8983571449299306
-103.7,31.47,0.9331174340314706
-103.69,31.47,0.9554567289000673
-103.68,31.47,0.9627731638140137
-103.67,31.47,0.9564060847048734
-103.66,31.47,0.9427767717486499
-103.65,31.47,0.9295675522823186
-103.64,31.47,0.9231271960118819
-103.63,31.47,0.9226198906307769
-103.62,31.47,0.9223957994835427
-103.61,31.47,0.9174060626763166
-103.6,31.47,0.9053264432627671
-103.59,31.47,0.8869772308417272
-103.58,31.47,0.8646488956544904
-103.57,31.47,0.8402606355763538
-103.56,31.47,0.8166367782471069
-103.55,31.47,0.7988037629038335
-103.54,31.47,0.788197479470923
-103.53,31.47,0.7893666386469236
-103.52,31.47,0.799351198022188
-103.51,31.47,0.8160159274239118
-103.5,31.47,0.8348167344802162
-103.49,31.47,0.8558211196527862
-103.48,31.47,0.8750736959508529
-103.47,31.47,0.8876980359611216
-103.46,31.47,0.8910595093663403
-103.45,31.47,0.8829998547068258
-103.44,31.47,0.8691864515290075
-103.43,31.47,0.8550740501706431
-103.42,31.47,0.8493346212696653
-103.41,31.47,0.846952880936646
-104.0,31.479999999999997,
-103.99,31.479999999999997,0.9613307754778837
-103.98,31.479999999999997,0.9596278801936077
-103.97,31.479999999999997,0.9584283337576827
-103.96,31.479999999999997,0.9577437032800551
-103.95,31.479999999999997,0.9573297734866009
-103.94,31.479999999999997,0.9576591817616166
-103.93,31.479999999999997,0.9580611296290377
-103.92,31.479999999999997,0.9585517825812591
-103.91,31.479999999999997,0.9593944304977966
-103.9,31.479999999999997,0.9599065279283121
-103.89,31.479999999999997,0.9608239541099174
-103.88,31.479999999999997,0.961735720709528
-103.87,31.479999999999997,0.9624035198192803
-103.86,31.479999999999997,0.9640185924499532
-103.85,31.479999999999997,0.9655628284964631
-103.84,31.479999999999997,0.9662186648166939
-103.83,31.479999999999997,0.9655231809838072
-103.82,31.479999999999997,0.9621554391962402
-103.81,31.479999999999997,0.9539292960906539
-103.8,31.479999999999997,0.9418484728337424
-103.79,31.479999999999997,0.9238680803583208
-103.78,31.479999999999997,0.9006725139042839
-103.77,31.479999999999997,0.8755824631954175
-103.76,31.479999999999997,0.850805259611223
-103.75,31.479999999999997,0.8340242468798089
-103.74,31.479999999999997,0.8315792946389777
-103.73,31.479999999999997,0.8467671141640678
-103.72,31.479999999999997,0.8743509499221153
-103.71,31.479999999999997,0.9069093187860303
-103.7,31.479999999999997,0.9354899250163203
-103.69,31.479999999999997,0.9538254697588715
-103.68,31.479999999999997,0.9588616675873314
-103.67,31.479999999999997,0.9509951456806424
-103.66,31.479999999999997,0.9362934328600819
-103.65,31.479999999999997,0.9215611797182188
-103.64,31.479999999999997,0.9128617586283034
-103.63,31.479999999999997,0.912771790617429
-103.62,31.479999999999997,0.9166893832452837
-103.61,31.479999999999997,0.9180161752451422
-103.6,31.479999999999997,0.911587456145333
-103.59,31.479999999999997,0.8929298439097388
-103.58,31.479999999999997,0.8653017097192011
-103.57,31.479999999999997,0.8331284358179445
-103.56,31.479999999999997,0.8023772703539859
-103.55,31.479999999999997,0.7789237684477264
-103.54,31.479999999999997,0.7659810891171218
-103.53,31.479999999999997,0.767477390103824
-103.52,31.479999999999997,0.7830046434028056
-103.51,31.479999999999997,0.8088417766740454
-103.5,31.479999999999997,0.8375967398447488
-103.49,31.479999999999997,0.8619770655522334
-103.48,31.479999999999997,0.8781681614179327
-103.47,31.479999999999997,0.8859861645746147
-103.46,31.479999999999997,0.8829881003385958
-103.45,31.479999999999997,0.8735303303720611
-103.44,31.479999999999997,0.8619066948915214
-103.43,31.479999999999997,0.8551670436251074
-103.42,31.479999999999997,0.857181667044526
-103.41,31.479999999999997,0.8623523172747523
-104.0,31.49,
-103.99,31.49,0.9540021518921139
-103.98,31.49,0.9514017093026204
-103.97,31.49,0.9492206751729747
-103.96,31.49,0.9476694175852893
-103.95,31.49,0.9465818409181467
-103.94,31.49,0.9459073857696784
-103.93,31.49,0.945485870408435
-103.92,31.49,0.9452131161253821
-103.91,31.49,0.9449396531028909
-103.9,31.49,0.944478101227413
-103.89,31.49,0.9441102632525984
-103.88,31.49,0.9435666120711605
-103.87,31.49,0.9434521254312789
-103.86,31.49,0.9435007882543014
-103.85,31.49,0.943712035208048
-103.84,31.49,0.9438276874886784
-103.83,31.49,0.9425331037721922
-103.82,31.49,0.9400612538353376
-103.81,31.49,0.9354005916429322
-103.8,31.49,0.9278393721444064
-103.79,31.49,0.9166740591049701
-103.78,31.49,0.9017922201841944
-103.77,31.49,0.8829177552265444
-103.76,31.49,0.8659613262358214
-103.75,31.49,0.8533892689428604
-103.74,31.49,0.8533842902968041
-103.73,31.49,0.867208302683017
-103.72,31.49,0.8894752993182661
-103.71,31.49,0.9162682007711633
-103.7,31.49,0.9389203040724042
-103.69,31.49,0.9556093793311418
-103.68,31.49,0.9608913652860513
-103.67,31.49,0.9572669077699033
-103.66,31.49,0.9476887446517767
-103.65,31.49,0.9358809171665827
-103.64,31.49,0.9245591459707955
-103.63,31.49,0.9188458198986063
-103.62,31.49,0.9136511476058624
-103.61,31.49,0.9103982566753641
-103.6,31.49,0.8971950146941154
-103.59,31.49,0.8774852935602129
-103.58,31.49,0.845626097572681
-103.57,31.49,0.8143261480732402
-103.56,31.49,0.7857699070980572
-103.55,31.49,0.7735729830785023
-103.54,31.49,0.7637333667563146
-103.53,31.49,0.7702246176333082
-103.52,31.49,0.7936084294707605
-103.51,31.49,0.8249715699170257
-103.5,31.49,0.8615288319092027
-103.49,31.49,0.8849807853904784
-103.48,31.49,0.896298246441974
-103.47,31.49,0.893280444475963
-103.46,31.49,0.8809375785577245
-103.45,31.49,0.8624280025528841
-103.44,31.49,0.8487061051786544
-103.43,31.49,0.8406527149820489
-103.42,31.49,0.8436250068897592
-103.41,31.49,0.8504099224500541
-104.0,31.5,
-103.99,31.5,0.9462252598703891
-103.98,31.5,0.9424792836487493
-103.97,31.5,0.9393033361162054
-103.96,31.5,0.936701614709602
-103.95,31.5,0.9345985257421341
-103.94,31.5,0.9329336868829152
-103.93,31.5,0.9314978642563564
-103.92,31.5,0.930096003650017
-103.91,31.5,0.9284567868075603
-103.9,31.5,0.9265024275616597
-103.89,31.5,0.9242809081625771
-103.88,31.5,0.9220085526312773
-103.87,31.5,0.9199784034174454
-103.86,31.5,0.9180730718052307
-103.85,31.5,0.91655869151069
-103.84,31.5,0.9150842983835299
-103.83,31.5,0.9134144828445576
-103.82,31.5,0.9124200273148949
-103.81,31.5,0.9122957170889359
-103.8,31.5,0.912077501924836
-103.79,31.5,0.9093331490600974
-103.78,31.5,0.9025575076296454
-103.77,31.5,0.8910132960172605
-103.76,31.5,0.8780447732283436
-103.75,31.5,0.8689638486030937
-103.74,31.5,0.8706244260058019
-103.73,31.5,0.8834760022291132
-103.72,31.5,0.9038265006159628
-103.71,31.5,0.9262547050420189
-103.7,31.5,0.9463553176560968
-103.69,31.5,0.9609611886176682
-103.68,31.5,0.9687034619033144
-103.67,31.5,0.9702177626850608
-103.66,31.5,0.9658185635809009
-103.65,31.5,0.957094168966927
-103.64,31.5,0.9440272435511516
-103.63,31.5,0.9282304826795227
-103.62,31.5,0.9109333027807011
-103.61,31.5,0.893526413079984
-103.6,31.5,0.8739293338726181
-103.59,31.5,0.8497904562403427
-103.58,31.5,0.823750476897485
-103.57,31.5,0.80283260997904
-103.56,31.5,0.7912205340716861
-103.55,31.5,0.7908306085950516
-103.54,31.5,0.7943328001109974
-103.53,31.5,0.8073083661343066
-103.52,31.5,0.8314747620362238
-103.51,31.5,0.8659752469939022
-103.5,31.5,0.8985074359239276
-103.49,31.5,0.9182071717426004
-103.48,31.5,0.9198299131802385
-103.47,31.5,0.906163892100454
-103.46,31.5,0.8822326778181462
-103.45,31.5,0.8563685133817984
-103.44,31.5,0.8333449495492942
-103.43,31.5,0.8200305947561676
-103.42,31.5,0.8195310472660631
-103.41,31.5,0.8263377800625042
-104.0,31.509999999999998,
-103.99,31.509999999999998,0.9383867201709399
-103.98,31.509999999999998,0.9334130772478582
-103.97,31.509999999999998,0.92894379027756
-103.96,31.509999999999998,0.9252301213145678
-103.95,31.509999999999998,0.9219958329147737
-103.94,31.509999999999998,0.9192646146682669
-103.93,31.509999999999998,0.9166584116900658
-103.92,31.509999999999998,0.9139527818266032
-103.91,31.509999999999998,0.9108585768664914
-103.9,31.509999999999998,0.9070685933401851
-103.89,31.509999999999998,0.902470876614317
-103.88,31.509999999999998,0.8979574720219258
-103.87,31.509999999999998,0.8929466133978895
-103.86,31.509999999999998,0.8884816043472588
-103.85,31.509999999999998,0.8848428424989074
-103.84,31.509999999999998,0.8812042125257814
-103.83,31.509999999999998,0.878991044050649
-103.82,31.509999999999998,0.8793773854412318
-103.81,31.509999999999998,0.8854994478593802
-103.8,31.509999999999998,0.8936310813353944
-103.79,31.509999999999998,0.9026848009134385
-103.78,31.509999999999998,0.903753462157608
-103.77,31.509999999999998,0.8972095584067383
-103.76,31.509999999999998,0.8863303581869959
-103.75,31.509999999999998,0.8783992485391975
-103.74,31.509999999999998,0.8797678704672608
-103.73,31.509999999999998,0.8934701135374024
-103.72,31.509999999999998,0.91304893045583
-103.71,31.509999999999998,0.9338295154031375
-103.7,31.509999999999998,0.9522347565608109
-103.69,31.509999999999998,0.966186878011356
-103.68,31.509999999999998,0.9760153597594248
-103.67,31.509999999999998,0.9811238756588543
-103.66,31.509999999999998,0.9795359165372278
-103.65,31.509999999999998,0.9703879579775154
-103.64,31.509999999999998,0.9519038024917366
-103.63,31.509999999999998,0.9254763394370891
-103.62,31.509999999999998,0.8973603130962697
-103.61,31.509999999999998,0.8721432821597931
-103.6,31.509999999999998,0.8543125579158166
-103.59,31.509999999999998,0.8399336195778988
-103.58,31.509999999999998,0.8291182201477163
-103.57,31.509999999999998,0.8229084353744185
-103.56,31.509999999999998,0.8240775838017584
-103.55,31.509999999999998,0.8318764153840699
-103.54,31.509999999999998,0.8422449147121285
-103.53,31.509999999999998,0.8578304825645523
-103.52,31.509999999999998,0.8804040761989586
-103.51,31.509999999999998,0.9075435731461694
-103.5,31.509999999999998,0.9310768830829795
-103.49,31.509999999999998,0.9401091629984244
-103.48,31.509999999999998,0.9331082480091567
-103.47,31.509999999999998,0.91265609085648
-103.46,31.509999999999998,0.8847092935203698
-103.45,31.509999999999998,0.855508225249684
-103.44,31.509999999999998,0.827465233281262
-103.43,31.509999999999998,0.8065025273369657
-103.42,31.509999999999998,0.8000699649795482
-103.41,31.509999999999998,0.8060750729013384
-104.0,31.52,
-103.99,31.52,0.9308600044149672
-103.98,31.52,0.9245850598422458
-103.97,31.52,0.9188308558643011
-103.96,31.52,0.9138034037585983
-103.95,31.52,0.9094486468914623
-103.94,31.52,0.9055352710471956
-103.93,31.52,0.9018973849954391
-103.92,31.52,0.8980146661746864
-103.91,31.52,0.8934283135683685
-103.9,31.52,0.8878370090442861
-103.89,31.52,0.8810075926993444
-103.88,31.52,0.8729268719975006
-103.87,31.52,0.8645587553593925
-103.86,31.52,0.856996156606241
-103.85,31.52,0.8502330592830296
-103.84,31.52,0.8445023974577777
-103.83,31.52,0.8408398513569717
-103.82,31.52,0.8431709618679892
-103.81,31.52,0.8555113239863965
-103.8,31.52,0.8758834410958379
-103.79,31.52,0.8940257146803388
-103.78,31.52,0.9022860294677446
-103.77,31.52,0.8975654568443592
