wellID,wellAPI,interval,lateralLength,perfLength,completionYear,totalProppant,totalFluidPumped,orientation,tvd,latitude,longitude,relativeLanding,percentInZone,numFracSiblings,numFracParents,numFracChildren,numFracOffsets,oilUpliftRatio,gasUpliftRatio,waterUpliftRatio,boe6UpliftRatio,classFrac,totalDrainage,totalDrainageOil,totalDrainageWater,totalDrainageGas,prodOil6mo,prodOil12mo,prodOil24mo,prodOilIp,prodWater6mo,prodWater12mo,prodWater24mo,prodWaterIp,prodGas6mo,prodGas12mo,prodGas24mo,prodGasIp,eurOil,eurGas,eurWater,declineOilQi,declineOilB,declineOilDe,declineOilDmin,declineGasQi,declineGasB,declineGasDe,declineGasDmin,declineWaterQi,declineWaterB,declineWaterDe,declineWaterDmin,shMaxOrientation,angleFromSHMax,distanceTop,distanceBtm,fracSummaryId,prodSummaryId,declineId,parentHorizDistanceMin,parentVertDistanceMin,parentDistanceMin,parentOverlapAvg,parentDepletionDaysMin,parentDepletionDaysMax,parentBounded,parentBoundedHoriz,parentBoundedTop,parentBoundedBelow,parentCount,siblingHorizDistanceMin,siblingVertDistanceMin,siblingDistanceMin,siblingOverlapAvg,siblingDepletionDaysMin,siblingDepletionDaysMax,siblingBounded,siblingBoundedHoriz,siblingBoundedTop,siblingBoundedBelow,siblingCount,childHorizDistanceMin,childVertDistanceMin,childDistanceMin,childOverlapAvg,childDepletionDaysMin,childDepletionDaysMax,childBounded,childBoundedHoriz,childBoundedTop,childBoundedBelow,childCount,fracHorizDistanceMin,fracVertDistanceMin,fracDistanceMin,fracOverlapAvg,fracDepletionDaysMin,fracDepletionDaysMax,fracBounded,fracBoundedHoriz,fracBoundedTop,fracBoundedBelow,fracCount,hasSurvey,hasDecline,hasFracSummary,hasProduction,totalProppantByPerfLength,totalFluidByPerfLength,intervalThickness,eurOilByPerfLength,eurGasByPerfLength,eurWaterByPerfLength,declineOilQiByPerfLength,declineGasQiByPerfLength,declineWaterQiByPerfLength,county,state,basin,spudYear,firstProductionYear,avgHzDistAnyZone,closestHzDistSameZone,avgOffsetWellProducing,closestOffsetWellProducing,monthsToPeakProduction,normGasSaturation,normOilSaturation,normWaterSaturation,normGor,normCgr,normWaterCut,normGasRisk,normWaterRisk,attributes_TOC_WFMP_upper,attributes_TOC_WFMPC,attributes_TOC_WFMPB_upper,attributes_TOC_WFMPB_lower,attributes_TOC_WFMP_lower,attributes_TOC_TBSG4,attributes_GOR_WFMPC,attributes_GOR_WCAU,attributes_GOR_WCBU,attributes_GOR_TBSG4,attributes_GOR_WCBL,attributes_GOR_WCAL,attributes_VCL_TBSG4,attributes_VCL_WFMPB_lower,attributes_VCL_WFMPB_upper,attributes_VCL_WFMPC,attributes_VCL_WFMP_lower,attributes_VCL_WFMP_upper,attributes_SW_WFMPC,attributes_SW_WFMPB_upper,attributes_SW_WFMPB_lower,attributes_SW_WFMP_upper,attributes_SW_WFMP_lower,attributes_SW_TBSG4,attributes_NTG_WFMPC,attributes_NTG_TBSG4,attributes_NTG_WFMP_upper,attributes_NTG_WFMP_lower,attributes_NTG_WFMPB_upper,attributes_NTG_WFMPB_lower,attributes_PHIT_WFMPC,attributes_PHIT_WFMPB_upper,attributes_PHIT_WFMP_upper,attributes_PHIT_WFMP_lower,attributes_PHIT_TBSG4,attributes_PHIT_WFMPB_lower
Well447,4200000447,WCAL,9851.0,9851.0,2021.9166,26102980.0,18253082.0,89.75276,10957.094,36.594030000000004,-113.676094,0.34915423,0.34915423,3,8,0,94,,,,,,191625.88,40655.934,0,0,,,,1374.742,,,,0.0,,,,7430.0,1767635.5,9540924.0,0.0,1649.6903,0.8,0.5,0.06,8916.0,0.8,0.5,0.06,,,,,352.92303,97,127.13251,68.2018,62a9e54eb2ddf80001365b7c,629e714d31fd4e0001121d18,62a93227f08d5a000179833b,949.64246,,1053.0369,0.7189745,426.0,3837.0,0.5,0.6666667,0.6666667,0.0,8,760.97516,268.4463,282.69186,1.154777,-30.0,0.0,0.375,0.33333334,0.33333334,0.0,3,,,,,,,,,,,0,760.9204,268.4458,282.6884,0.9080267,-30.0,3837.0,0.875,0.8333334,1.0,0.6666667,14,True,True,True,True,2649.7798,1852.9166,195.3343,179.43716,968.5234,0.0,0.16746424,0.9050858,,REEVES (DB),,Delaware,2021.4166,2021.9166,1602.7935,792.0388,55.40041,,2,0.0,0.21216306,0.0,0.0,0.0,0.0,0.0,0.0,2.4337988,1.7035142,1.5263311,1.6178843,2.6724038,0.38483936,8802.706,4371.96,5447.5015,4239.08,5447.5015,4371.96,0.26246926,0.3192083,0.2782061,0.28024116,0.228781,0.2934155,0.5310442,0.56185585,0.47673106,0.3960089,0.4219036,0.4356547,0.8064002,0.8313707,0.8369537,0.90301883,0.8355631,0.9398506,0.09593445,0.099756,0.08217917,0.0780964,0.07691048,0.11433388
Well448,4200000448,WCBU,6803.0,6803.0,2016.9166,12455220.0,13940605.0,90.18137,10946.378,36.686966,-113.769745,0.45982385,0.45982385,0,0,5,103,1.1350414,1.1569196,1.6447119,0.87356484,Neutral,364536.28,74622.27,0,0,148651.0,252588.0,392172.0,1323.871,568403.0,1102751.0,1849720.0,5476.2905,570847.0,1070743.0,1769551.0,5123.1934,789364.06,3890047.5,2718327.2,1588.6451,0.83058876,0.7327474,0.06,6147.832,0.8,0.65269876,0.06,6571.5483,0.15714286,0.58199406,0.06512033,361.52188,89,73.297615,62.39444,62a9e54eb2ddf80001365b7d,629e704a31fd4e000111f400,62a93219f08d5a0001797805,,,,,,,,,,,0,,,,,,,,,,,0,275.41827,,793.0039,0.8747873,1673.0,1795.0,0.5,0.6666667,0.6666667,0.33333334,5,275.41827,,793.0039,0.8747873,1673.0,1795.0,0.5,0.6666667,0.6666667,0.33333334,5,True,True,True,True,1830.8423,2049.1848,135.69205,116.03176,571.81354,399.57773,0.23352127,0.9036943,0.965978,REEVES (DB),,Delaware,2016.8334,2016.9166,2500.0,2500.0,,,2,0.0,0.20470466,0.0,0.0,0.0,0.0,0.0,0.0,1.732078,1.3733289,2.2811158,2.0193925,2.3520567,0.2387795,5064.7515,5692.277,6173.2114,1819.6064,6173.2114,5692.277,0.2724594,0.25638735,0.22295247,0.3080484,0.2368934,0.2473788,0.5664336,0.5512533,0.53182495,0.41177675,0.40168637,0.43455833,0.86581343,0.9706175,0.6950991,0.7861465,0.935958,0.90976626,0.10851948,0.07603337,0.07232898,0.071603425,0.07979067,0.08748472
Well449,4200000449,WCAL,9623.0,9623.0,2018.3334,17450010.0,16656830.0,33.726116,10898.759,36.665615,-113.702385,0.06975353,0.06975353,8,1,2,102,0.10176369,0.11967106,,9.099566,Positive,428807.53,81974.94,0,0,97159.0,139199.0,183671.0,942.13336,0.0,223193.0,517552.0,0.0,455167.0,700535.0,1024138.0,3877.0,347895.38,2835577.5,1210870.0,1377.5613,1.0248622,0.896528,0.06,6875.5415,1.3,0.84381753,0.06,1842.2001,0.48280847,0.522097,0.06512033,362.24847,32,143.52347,10.761951,62a9e54eb2ddf80001365b7e,629e708631fd4e0001120124,62a9321df08d5a0001797bd6,2296.453,,2299.791,0.5117727,243.0,243.0,0.125,0.16666667,0.0,0.0,1,667.5336,,682.3826,0.5563558,-30.0,31.0,0.375,0.5,0.0,0.33333334,8,2197.3079,,2206.686,0.54058135,122.0,122.0,0.25,0.33333334,0.0,0.33333334,2,667.5336,,682.3826,0.55670375,-31.0,243.0,0.5,0.6666667,0.33333334,0.33333334,19,True,True,True,True,1813.3649,1730.9395,154.28542,36.152485,294.6667,125.83082,0.143153,0.7144904,0.19143718,REEVES (DB),,Delaware,2018.0834,2018.3334,1313.8368,1365.2753,2.7597537,,3,0.0,0.19116955,0.0,0.0,0.0,0.0,0.0,0.0,2.3747346,1.4510989,1.380307,1.5040221,2.6054375,0.46605662,3865.596,3130.3623,4920.139,2570.6206,4920.139,3130.3623,0.2820092,0.27960035,0.29017565,0.25270414,0.20553038,0.2804009,0.50319594,0.5643758,0.48628634,0.42682177,0.38178426,0.44042122,0.79826146,0.9198517,0.7876567,0.87629324,0.90516263,0.893769,0.08149913,0.098349035,0.080897726,0.08373757,0.09060097,0.10170651
Well450,4200000450,WCA,4256.0,4256.0,2018.4166,11285477.0,10517897.0,-101.287445,10228.992,36.365210000000005,-113.56502,0.4997514,0.4997514,0,0,2,101,1.4234525,0.74852735,1.5126436,0.88068455,Neutral,348801.78,52683.715,0,0,134559.0,220177.0,263412.0,956.0645,279722.0,438037.0,476365.0,1912.1613,222076.0,409868.0,581277.0,1521.129,458514.22,934228.25,930888.06,1147.2775,0.8,0.79178596,0.06,1825.3549,0.8391995,0.7798026,0.06,2294.5935,1.1463034,0.8532564,0.06512033,314.33636,55,72.11296,72.04128,62a9e54eb2ddf80001365b7f,629e707b31fd4e000111fd72,62a9321cf08d5a0001797adc,,,,,,,,,,,0,,,,,,,,,,,0,1230.1853,,1231.082,0.43643907,670.0,670.0,0.125,0.16666667,0.0,0.0,2,1230.1853,,1231.082,0.43643907,670.0,670.0,0.125,0.16666667,0.0,0.0,2,True,True,True,True,2651.6628,2471.3103,144.15424,107.733604,219.50851,218.7237,0.26956707,0.42888978,0.5391432,REEVES (DB),,Delaware,2018.0,2018.4166,2500.0,2500.0,,,2,0.0,0.15104198,0.0,0.0,0.0,0.0,0.0,0.0,3.3333228,1.2285609,1.2384186,1.4916496,2.4336152,0.6200036,2030.881,2592.981,4414.3394,5089.073,4414.3394,2592.981,0.31165534,0.28159845,0.28046063,0.30793577,0.18294483,0.28576604,0.61153096,0.6639839,0.6166179,0.29045016,0.47068328,0.5939921,0.8343553,0.950992,0.9725808,0.9460886,0.9928565,0.78844196,0.09174264,0.08951677,0.07437674,0.05756663,0.08499644,0.087157786
Well451,4200000451,WCAL,4091.0,4091.0,2014.25,5979200.0,8061694.0,48.706062,11514.549,36.656063,-113.43439,0.7160484,0.7160484,1,0,2,76,1.2989024,1.4542627,0.9681836,0.74819183,Neutral,352684.7,64662.4,0,0,57040.0,124299.0,186798.0,305.87097,233434.0,341707.0,547833.0,1433.0322,94192.0,190562.0,316986.0,472.0,565205.25,1441349.0,1907802.2,496.29678,1.2283809,0.5956949,0.06,868.0226,1.3,0.45556352,0.06,1738.2192,1.5,0.6383048,0.06165125,352.39664,57,56.940643,143.58876,62a9e54eb2ddf80001365b80,629e6ee031fd4e000111c630,62a93210f08d5a0001796f85,,,,,,,,,,,0,1758.299,,1758.334,0.90198153,0.0,0.0,0.125,0.16666667,0.0,0.0,1,1464.6774,,1464.6841,0.75522715,426.0,1188.0,0.125,0.16666667,0.0,0.0,2,1464.6774,,1464.6841,0.8043119,0.0,1188.0,0.25,0.33333334,0.0,0.0,4,True,True,True,True,1461.5497,1970.5925,200.5294,138.15822,352.32193,466.3413,0.121314295,0.21217859,0.42488858,LOVING (DB),,Delaware,2013.9166,2014.25,1758.299,1758.299,,,4,0.0,0.18334337,0.0,0.0,0.0,0.0,0.0,0.0,1.9622339,1.9657727,1.8852772,2.2073321,3.5316868,0.3673928,5997.182,1601.05,813.6635,1072.6343,813.6635,1601.05,0.18244922,0.25273484,0.28346884,0.21527919,0.19729418,0.23476289,0.441679,0.47375074,0.48499194,0.57190895,0.2884625,0.5341083,0.9757062,0.9499607,0.95975786,0.99652636,0.9273618,0.9111085,0.1286416,0.116193786,0.087670825,0.11439634,0.08396857,0.1257245
Well452,4200000452,WCA,4255.0,4255.0,2019.3334,11046374.0,10061021.0,-89.254814,10729.737,36.606252999999995,-113.68629,0.39345995,0.39345995,0,4,5,110,1.0128912,1.0204388,1.0209191,0.98393804,Neutral,341412.78,52600.664,0,0,78607.0,110576.0,167773.0,604.76666,254762.0,371781.0,593380.0,2217.9333,391560.0,551350.0,853943.0,3028.6,381551.75,2465434.0,1649244.0,725.72,0.9844568,0.76041454,0.06,3634.32,1.3,0.7472609,0.06,2661.52,1.1857142,0.74511606,0.06512033,355.37402,84,122.34394,79.364,62a9e54eb2ddf80001365b81,629e706c31fd4e000111f8e5,62a9321af08d5a00017978a1,882.65845,,890.0995,1.1587316,90.0,820.0,0.25,0.33333334,0.0,0.33333334,4,,,,,,,,,,,0,1121.7432,,1122.3986,0.5102729,519.0,519.0,0.25,0.33333334,0.33333334,0.0,5,882.65845,,890.0995,0.79847676,90.0,820.0,0.375,0.5,0.33333334,0.33333334,9,True,True,True,True,2596.0925,2364.5173,201.70795,89.67139,579.4205,387.6014,0.17055699,0.85412925,0.62550414,REEVES (DB),,Delaware,2017.25,2019.3334,1259.7118,1252.6355,26.940453,,2,0.0,0.15406765,0.0,0.0,0.0,0.0,0.0,0.0,2.23762,1.8143573,1.5852343,1.5942526,2.7677329,0.34478185,8255.722,4627.9136,7205.1553,4960.1616,7205.1553,4627.9136,0.2754777,0.3250344,0.28076172,0.28237328,0.24055244,0.2881363,0.47690248,0.5515898,0.46474013,0.42778978,0.44673258,0.4443549,0.8870423,0.8478125,0.79648894,0.9329596,0.885536,0.9237113,0.097252384,0.09657837,0.07771577,0.07738043,0.07515888,0.11040383
Well453,4200000453,,7049.0,7049.0,2020.25,16970200.0,14401261.0,-130.60905,9815.051,36.746801000000005,-113.5991,,,2,1,0,154,,,,,,294814.53,0.0,0,0,86347.0,146975.0,,544.7,373265.0,860083.0,,2737.5,238307.0,559986.0,,1280.3871,434507.03,3767822.8,8478573.0,653.64,0.8,0.65269876,0.06,2326.287,1.3,0.45556352,0.06,3370.4902,1.5,0.29569077,0.06512033,358.80923,129,,,62a9e54eb2ddf80001365b82,629e6f8031fd4e000111d922,62a93213f08d5a000179726a,2053.7554,,2053.7568,0.7831762,182.0,182.0,0.125,0.16666667,0.0,0.0,1,1176.7666,,1274.3165,0.7970076,0.0,0.0,0.25,0.33333334,0.0,0.33333334,2,,,,,,,,,,,0,1176.4414,,1274.0183,0.7938872,0.0,182.0,0.5,0.6666667,0.33333334,0.33333334,5,True,True,True,True,2407.4622,2043.0219,,61.640945,534.51874,1202.805,0.09272805,0.3300166,0.47815153,LOVING (DB),,Delaware,2020.0,2020.25,1783.1895,2500.0,5.979466,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4045293,1.5166082,1.306151,1.8547714,2.819776,0.4529547,12849.976,2913.0745,3589.397,3851.899,3589.397,2913.0745,0.26789626,0.24952753,0.25512245,0.23943856,0.1936816,0.25043204,0.55928,0.524195,0.47739202,0.38109782,0.38054582,0.4341961,0.6847193,0.8941529,0.8484241,0.89528763,0.61981946,0.85287064,0.08643414,0.089869455,0.088480234,0.09229395,0.08943738,0.108552955
Well454,4200000454,TOP,4302.0,4302.0,2015.6666,11559117.0,9715193.0,-131.39777,10112.9795,36.756472,-113.64085,0.74522686,0.74522686,4,1,1,121,1.661266,2.3304145,0.77544165,0.5402179,Neutral,311247.25,8068.1245,0,0,72930.0,113525.0,165103.0,677.4194,59248.0,91201.0,220459.0,987.4667,158198.0,249735.0,424897.0,1668.4517,418699.75,1453340.6,1540029.2,812.90326,1.3,0.81314343,0.06,2002.142,1.3,0.712612,0.06,650.8,1.5,0.31929708,0.06512033,361.7646,133,127.38656,372.61343,62a9e54eb2ddf80001365b83,629e6f0c31fd4e000111c9dc,62a93211f08d5a0001797093,2040.3505,,2041.0417,0.60253644,122.0,122.0,0.125,0.16666667,0.0,0.0,1,486.86945,,924.252,0.751546,0.0,0.0,0.375,0.5,0.0,0.6666667,4,1530.5095,,1737.0304,0.8108816,366.0,366.0,0.125,0.16666667,0.33333334,0.0,1,486.86945,,924.252,0.7628298,0.0,366.0,0.75,1.0,0.6666667,0.6666667,10,True,True,True,True,2686.917,2258.2969,500.0,97.32677,337.82907,357.97983,0.18895938,0.46539795,0.15127847,LOVING (DB),,Delaware,2015.4166,2015.6666,1188.5887,1123.2013,4.0082135,,2,0.0,0.025921913,0.0,0.0,0.0,0.0,0.0,0.0,1.9562384,1.6058934,1.3486661,1.6334271,2.7470343,0.5065937,7493.295,3595.9243,4358.5586,3125.707,4358.5586,3595.9243,0.28563532,0.2664158,0.24225727,0.24538973,0.2150108,0.24575007,0.52963734,0.4794177,0.47659713,0.41157204,0.38017508,0.4245632,0.76667976,0.9208866,0.8908166,0.9265132,0.73402,0.8655566,0.08965288,0.09041194,0.084967874,0.08207175,0.099243075,0.10693146
Well455,4200000455,TBSG4,3748.0,3748.0,2011.5,3218946.0,2228101.0,-131.68703,11123.419,36.605694,-113.396194,0.05671113,0.05671113,0,0,1,101,1.333802,1.3639206,1.2821755,0.7463055,Neutral,347234.0,50824.047,0,0,123443.0,175962.0,250632.0,486.5484,253700.0,363969.0,531401.0,993.29034,204854.0,286211.0,392090.0,878.5161,686376.56,1066365.4,1400497.0,1068.2803,1.3,0.7658864,0.06,1703.84,1.3,0.77598304,0.06,2204.72,1.387737,0.80435854,0.06538577,343.31705,115,336.11533,20.207468,62a9e54eb2ddf80001365b84,629e70db31fd4e0001120e03,62a93228f08d5a00017984a9,,,,,,,,,,,0,,,,,,,,,,,0,1651.4362,,1652.0485,0.8725869,731.0,731.0,0.125,0.16666667,0.0,0.0,1,1651.4362,,1652.0485,0.8725869,731.0,731.0,0.125,0.16666667,0.0,0.0,1,True,True,True,True,858.8436,594.4773,356.32278,183.13142,284.51584,373.66516,0.28502676,0.45459977,0.5882391,WARD (DB),,Delaware,2011.3334,2011.5,2500.0,2500.0,,,5,0.0,0.14636828,0.0,0.0,0.0,0.0,0.0,0.0,1.6721419,1.5858289,2.1192942,1.7415085,3.1482952,0.53421813,7783.4966,1683.5667,5355.4375,1555.9508,5355.4375,1683.5667,0.26367116,0.24339262,0.22597708,0.23373643,0.2142465,0.23455386,0.5147305,0.55324775,0.46638185,0.48187083,0.3190022,0.5132749,0.8743454,0.90078735,0.92405045,0.93941694,0.9135165,0.9538032,0.10651629,0.10588731,0.08054385,0.08609839,0.08425477,0.11033321
Well456,4200000456,WCA,10176.0,10176.0,2020.25,25310224.0,23225086.0,-101.359535,10466.003,36.358515,-113.505806,0.6085067,0.6085067,4,0,0,109,,,,,,350816.2,52881.387,0,0,108854.0,195774.0,,793.0645,308309.0,523492.0,,2299.2903,230138.0,417600.0,,1684.4193,1104163.8,3105209.0,4075749.5,951.6774,1.3,0.5875034,0.06,1852.8613,1.3,0.45556352,0.06,2759.1484,1.5,0.5166425,0.06512033,319.10162,60,53.318638,82.87433,62a9e54eb2ddf80001365b85,629e711a31fd4e00011216a1,62a93222f08d5a0001797fd8,,,,,,,,,,,0,1110.4746,,1110.4839,0.9272911,0.0,0.0,0.25,0.33333334,0.0,0.0,4,,,,,,,,,,,0,1110.2909,,1110.3002,0.9368351,0.0,0.0,0.25,0.33333334,0.0,0.0,8,True,True,True,True,2487.2468,2282.3394,136.19296,108.50666,305.15027,400.5257,0.09352176,0.1820815,0.27114272,REEVES (DB),,Delaware,2019.5,2020.25,1691.4445,1110.4746,,,2,0.0,0.15073816,0.0,0.0,0.0,0.0,0.0,0.0,3.543497,1.6426626,1.703779,1.9546533,2.9010718,0.57586783,1349.6025,2214.4133,1801.1113,2343.4727,1801.1113,2214.4133,0.3571456,0.38566884,0.30695516,0.30890754,0.2315643,0.3235803,0.51245517,0.5200769,0.4365616,0.27119926,0.34516808,0.63264614,0.8624469,0.9068548,0.98391545,0.97947156,0.97699547,0.9592046,0.09388368,0.10412411,0.08516672,0.07603066,0.08950761,0.12864122
Well457,4200000457,WCA,3960.0,3960.0,2016.3334,7929780.0,9552737.0,-145.97159,10309.881,36.426500000000004,-113.5485,0.47605088,0.47605088,0,0,6,101,1.1635232,1.1195874,1.1679456,0.87274444,Neutral,345169.38,51608.574,0,0,116271.0,177699.0,253586.0,834.0333,77182.0,215207.0,387290.0,0.0,482852.0,744848.0,1071494.0,3222.6667,566336.1,2215174.2,934973.0,1120.7612,1.0448979,0.7875851,0.06,4516.374,0.92101777,0.7695802,0.06,1733.32,0.7626333,0.6712316,0.06512033,319.71396,105,75.523415,68.61924,62a9e54eb2ddf80001365b86,629e703b31fd4e000111f170,62a93218f08d5a0001797719,,,,,,,,,,,0,,,,,,,,,,,0,527.8118,,724.63214,0.5872882,1005.0,1826.0,0.25,0.33333334,0.33333334,0.0,6,527.8118,,724.63214,0.5872882,1005.0,1826.0,0.25,0.33333334,0.33333334,0.0,6,True,True,True,True,2002.4697,2412.3074,144.14265,143.01418,559.38745,236.1043,0.28302053,1.1404985,0.43770707,REEVES (DB),,Delaware,2016.0834,2016.3334,2500.0,2500.0,,,3,0.0,0.14951666,0.0,0.0,0.0,0.0,0.0,0.0,3.8171055,1.551001,1.6315356,1.8590587,3.0586596,0.6931191,7405.4136,4382.8066,4495.3506,5238.5664,4495.3506,4382.8066,0.26439232,0.23607858,0.24355577,0.24547096,0.18067986,0.24100795,0.5778583,0.51070297,0.46883285,0.31664255,0.3240009,0.48751786,0.7629006,0.90516174,0.9922273,0.981305,0.9508648,0.94454634,0.08441759,0.10756976,0.07991281,0.08085087,0.07878304,0.10383037
Well458,4200000458,WCAL,9762.0,9762.0,2021.25,18183564.0,15758281.0,87.919975,10857.914,36.57911,-113.70813,0.62413406,0.62413406,0,1,0,80,,,,,,345226.16,62514.27,0,0,115992.0,,,1472.9032,0.0,,,0.0,367469.0,,,4212.7417,759372.0,2734777.0,0.0,1767.4839,1.2591836,0.8338973,0.06,5055.2905,1.3,0.79566544,0.06,,,,,350.26834,98,79.21288,131.53484,62a9e54eb2ddf80001365b87,629e714c31fd4e0001121cf4,62a93226f08d5a000179832b,1277.9552,,1281.072,0.46600994,759.0,759.0,0.125,0.16666667,0.0,0.0,1,,,,,,,,,,,0,,,,,,,,,,,0,1277.9552,,1281.072,0.46600994,759.0,759.0,0.125,0.16666667,0.0,0.0,1,True,True,True,True,1862.6884,1614.2472,210.74771,77.78857,280.14514,0.0,0.18105756,0.517854,,REEVES (DB),,Delaware,2021.1666,2021.25,1277.9552,2500.0,24.936344,24.936344,2,0.0,0.18108208,0.0,0.0,0.0,0.0,0.0,0.0,2.045623,1.7161789,1.444952,1.457924,2.9966228,0.2845291,7397.707,4619.85,9295.833,4565.3735,9295.833,4619.85,0.276521,0.34849474,0.30305052,0.28299272,0.2313115,0.31075615,0.49082333,0.54527813,0.4768433,0.51181906,0.45702648,0.44654855,0.8678732,0.86422557,0.7819713,0.9123438,0.9251807,0.9464056,0.0909433,0.08903682,0.078744315,0.06966409,0.07258248,0.114580005
Well459,4200000459,WCA,7030.0,7030.0,2018.5834,12475888.0,12440868.0,-146.14532,10187.861,36.395160000000004,-113.57109,0.8766961,0.8766961,6,2,1,92,1.7033663,1.6257975,1.5899913,0.5962941,Neutral,336315.75,50747.992,0,0,89089.0,169392.0,226504.0,727.6667,91792.0,205570.0,304048.0,0.0,206040.0,460290.0,638432.0,1433.0333,465423.53,1715208.0,1284269.0,943.3938,0.90818703,0.75958,0.06,2386.1807,1.0654843,0.6876284,0.06,1555.52,1.5,0.7499523,0.06512033,313.09064,99,17.250658,122.65294,62a9e54eb2ddf80001365b88,629e708c31fd4e000112032c,62a9321df08d5a0001797b44,890.1933,,899.303,0.53602237,242.0,852.0,0.25,0.33333334,0.0,0.33333334,2,439.5519,,471.18472,1.006056,0.0,30.0,0.5,0.6666667,0.0,0.6666667,6,,,,,,,0.0,0.0,0.0,0.0,0,439.5519,,471.18472,0.99499017,-30.0,852.0,0.75,1.0,0.6666667,0.6666667,14,True,True,True,True,1774.6641,1769.6825,139.9036,66.20534,243.98407,182.68407,0.13419542,0.33942825,0.22126885,REEVES (DB),,Delaware,2018.1666,2018.5834,1104.4154,890.1933,12.309377,,3,0.0,0.1508939,0.0,0.0,0.0,0.0,0.0,0.0,3.5244687,1.2934189,1.2657329,1.2898989,2.50561,0.74066526,7437.5347,3453.2322,4592.2817,5921.248,4592.2817,3453.2322,0.28185257,0.2681791,0.24486679,0.29265237,0.17825374,0.24139936,0.64749265,0.6626921,0.6424732,0.36650604,0.42211935,0.6076303,0.83596134,0.9015693,0.9075701,0.8741593,0.8011765,0.7787708,0.092998594,0.085911535,0.06925557,0.059248637,0.08203639,0.09147978
Well460,4200000460,WCBL,10046.0,10046.0,2019.0,,21524002.0,80.15288,10978.24,36.401877999999996,-113.410965,0.72766954,0.72766954,3,8,0,152,,,,,,202843.27,40079.508,0,0,90979.0,143645.0,201245.0,791.0714,231724.0,278562.0,499245.0,2848.3215,282605.0,526054.0,834882.0,2194.7856,368560.38,3141997.8,2169422.2,949.2857,0.8,0.79178596,0.06,2633.743,1.3,0.56624186,0.06,3417.9856,1.5,0.75737774,0.06512033,321.687,119,31.83725,85.06944,62a9e54eb2ddf80001365b89,629e70d931fd4e0001120df3,62a93220f08d5a0001797e0b,417.94632,399.85727,410.67957,0.7611895,214.0,1887.0,0.5,0.5,1.0,0.0,7,497.92276,,527.6101,0.88999736,0.0,0.0,0.125,0.16666667,0.0,0.0,3,,,,,,,,,,,0,417.94632,399.85727,410.67957,0.8397893,0.0,1887.0,0.625,0.6666667,1.0,0.0,13,True,True,True,True,,2142.5444,116.90669,36.687275,312.76108,215.94887,0.094493896,0.26216832,0.34023347,REEVES (DB),,Delaware,2018.8334,2019.0,1292.453,1121.9167,37.37577,61.99589,2,0.0,0.19758856,0.0,0.0,0.0,0.0,0.0,0.0,3.2829087,1.7383178,2.0509045,1.5986896,3.2852423,0.7752236,3891.471,2998.9487,2869.4993,3223.2136,2869.4993,2998.9487,0.26040903,0.23284626,0.23547027,0.24621874,0.2615887,0.2839534,0.53088546,0.4464744,0.5771326,0.30517274,0.3073848,0.35921183,0.8838907,0.7711822,0.8777426,0.8933216,0.9193142,0.8330123,0.09226664,0.09314858,0.0706531,0.08303907,0.0676031,0.09072386
Well461,4200000461,BOT,6887.0,6887.0,2019.4166,,,-131.06512,12056.472,36.750898,-113.60483,0.9362492,0.9362492,0,0,0,150,,,,,,301162.28,3917.2747,0,0,71258.0,124756.0,205276.0,461.80646,99779.0,230933.0,947169.0,645.7742,370293.0,673325.0,1120386.0,2259.6128,704453.94,3678028.0,2546760.8,554.1695,1.3,0.5622819,0.06,2711.5354,1.0313013,0.4780733,0.06,3244.48,0.64285713,0.51909,0.06512033,357.17438,128,63.75078,936.2492,62a9e54eb2ddf80001365b8a,629e6f5531fd4e000111d4e7,62a93213f08d5a000179724c,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,True,True,True,True,,,1000.0,102.28749,534.0537,369.79248,0.080466025,0.39371794,0.47110206,LOVING (DB),,Delaware,2019.25,2019.4166,2500.0,2500.0,,,2,0.0,0.013007189,0.0,0.0,0.0,0.0,0.0,0.0,2.4149504,1.5875489,1.2756587,1.7983822,2.839087,0.45911026,11981.277,2890.467,3384.9426,3624.0625,3384.9426,2890.467,0.27246934,0.24605207,0.2495861,0.24365743,0.19345546,0.2546184,0.55190235,0.5258312,0.46692437,0.38434914,0.37813962,0.4389329,0.6854302,0.90177053,0.86669225,0.881751,0.6060708,0.8759439,0.08931269,0.08914126,0.08917099,0.089754954,0.09221065,0.10797046
