wellID,wellAPI,interval,lateralLength,perfLength,completionYear,totalProppant,totalFluidPumped,orientation,tvd,latitude,longitude,relativeLanding,percentInZone,numFracSiblings,numFracParents,numFracChildren,numFracOffsets,oilUpliftRatio,gasUpliftRatio,waterUpliftRatio,boe6UpliftRatio,classFrac,totalDrainage,totalDrainageOil,totalDrainageWater,totalDrainageGas,prodOil6mo,prodOil12mo,prodOil24mo,prodOilIp,prodWater6mo,prodWater12mo,prodWater24mo,prodWaterIp,prodGas6mo,prodGas12mo,prodGas24mo,prodGasIp,eurOil,eurGas,eurWater,declineOilQi,declineOilB,declineOilDe,declineOilDmin,declineGasQi,declineGasB,declineGasDe,declineGasDmin,declineWaterQi,declineWaterB,declineWaterDe,declineWaterDmin,shMaxOrientation,angleFromSHMax,distanceTop,distanceBtm,fracSummaryId,prodSummaryId,declineId,parentHorizDistanceMin,parentVertDistanceMin,parentDistanceMin,parentOverlapAvg,parentDepletionDaysMin,parentDepletionDaysMax,parentBounded,parentBoundedHoriz,parentBoundedTop,parentBoundedBelow,parentCount,siblingHorizDistanceMin,siblingVertDistanceMin,siblingDistanceMin,siblingOverlapAvg,siblingDepletionDaysMin,siblingDepletionDaysMax,siblingBounded,siblingBoundedHoriz,siblingBoundedTop,siblingBoundedBelow,siblingCount,childHorizDistanceMin,childVertDistanceMin,childDistanceMin,childOverlapAvg,childDepletionDaysMin,childDepletionDaysMax,childBounded,childBoundedHoriz,childBoundedTop,childBoundedBelow,childCount,fracHorizDistanceMin,fracVertDistanceMin,fracDistanceMin,fracOverlapAvg,fracDepletionDaysMin,fracDepletionDaysMax,fracBounded,fracBoundedHoriz,fracBoundedTop,fracBoundedBelow,fracCount,hasSurvey,hasDecline,hasFracSummary,hasProduction,totalProppantByPerfLength,totalFluidByPerfLength,intervalThickness,eurOilByPerfLength,eurGasByPerfLength,eurWaterByPerfLength,declineOilQiByPerfLength,declineGasQiByPerfLength,declineWaterQiByPerfLength,county,state,basin,spudYear,firstProductionYear,avgHzDistAnyZone,closestHzDistSameZone,avgOffsetWellProducing,closestOffsetWellProducing,monthsToPeakProduction,normGasSaturation,normOilSaturation,normWaterSaturation,normGor,normCgr,normWaterCut,normGasRisk,normWaterRisk,attributes_TOC_WFMP_upper,attributes_TOC_WFMPC,attributes_TOC_WFMPB_upper,attributes_TOC_WFMPB_lower,attributes_TOC_WFMP_lower,attributes_TOC_TBSG4,attributes_GOR_WFMPC,attributes_GOR_WCAU,attributes_GOR_WCBU,attributes_GOR_TBSG4,attributes_GOR_WCBL,attributes_GOR_WCAL,attributes_VCL_TBSG4,attributes_VCL_WFMPB_lower,attributes_VCL_WFMPB_upper,attributes_VCL_WFMPC,attributes_VCL_WFMP_lower,attributes_VCL_WFMP_upper,attributes_SW_WFMPC,attributes_SW_WFMPB_upper,attributes_SW_WFMPB_lower,attributes_SW_WFMP_upper,attributes_SW_WFMP_lower,attributes_SW_TBSG4,attributes_NTG_WFMPC,attributes_NTG_TBSG4,attributes_NTG_WFMP_upper,attributes_NTG_WFMP_lower,attributes_NTG_WFMPB_upper,attributes_NTG_WFMPB_lower,attributes_PHIT_WFMPC,attributes_PHIT_WFMPB_upper,attributes_PHIT_WFMP_upper,attributes_PHIT_WFMP_lower,attributes_PHIT_TBSG4,attributes_PHIT_WFMPB_lower
Well1,4200000001,WCBU,9247.0,9247.0,2017.9166,18997074.0,18862334.0,78.39162,10919.062,36.389086,-113.386406,0.96034914,0.96034914,9,0,0,155,,,,,,194838.58,41332.406,0,0,99702.0,132413.0,178279.0,891.4516,525278.0,666057.0,811692.0,4761.613,295044.0,401022.0,589157.0,2097.8,410687.75,2193957.8,1445834.5,1069.742,1.2693877,0.8629384,0.06,2279.4194,1.177551,0.6019101,0.06,5713.9355,1.0570561,0.9051661,0.06512033,319.57565,119,4.6406283,112.396576,62a9e54eb2ddf800013659b9,629e706e31fd4e000111f9a6,62a9321cf08d5a0001797a68,,,,,,,,,,,0,585.9357,402.64655,411.22726,0.9910484,0.0,31.0,0.625,0.6666667,1.0,0.0,9,,,,,,,,,,,0,585.263,402.64655,411.22534,0.9724161,-31.0,31.0,1.0,1.0,1.0,1.0,18,True,True,True,True,2054.404,2039.8328,117.0372,44.41308,237.26157,156.35715,0.1156853,0.24650367,0.61792314,REEVES (DB),,Delaware,2017.6666,2017.9166,1230.6343,1344.6116,1.0184805,,2,0.0,0.21213666,0.0,0.0,0.0,0.0,0.0,0.0,2.9189389,1.6803474,1.7754928,1.3721452,3.0703604,0.62859887,3083.6963,2639.5603,2630.814,3086.509,2630.814,2639.5603,0.2727468,0.2585634,0.23461439,0.27186832,0.24851249,0.2911043,0.5501788,0.44587103,0.57715076,0.34310055,0.37082514,0.4154563,0.8559827,0.79307646,0.78979003,0.80121845,0.91092676,0.80556875,0.095395975,0.090463154,0.06606013,0.07737583,0.07143174,0.09508317
Well2,4200000002,WCA,9326.0,9326.0,2018.75,,,78.4552,10916.857,36.390055000000004,-113.29204,0.29523134,0.29523134,1,0,2,70,0.9508313,0.92517537,1.3286296,1.0589168,Neutral,344069.84,56152.562,0,0,234369.0,334629.0,455540.0,1923.6666,515648.0,737476.0,1028794.0,4231.2666,455107.0,671027.0,901387.0,3843.5667,696088.3,1357614.5,1195417.6,2308.4,0.8,0.8512096,0.06,4612.28,0.8,0.8550232,0.06,5077.52,0.15614194,0.78457874,0.06512033,318.31888,121,95.49936,40.005188,62a9e54eb2ddf800013659ba,629e707b31fd4e000111fd78,62a9321cf08d5a0001797ada,,,,,,,,,,,0,1350.4767,,1350.6814,1.0154128,0.0,0.0,0.125,0.16666667,0.0,0.0,1,735.016,,832.32916,0.9385431,822.0,822.0,0.25,0.33333334,0.0,0.33333334,2,735.016,,832.32916,0.9567583,0.0,822.0,0.375,0.5,0.0,0.33333334,4,True,True,True,True,,,135.50455,74.639534,145.57307,128.18117,0.24752304,0.4945614,0.5444478,REEVES (DB),,Delaware,2018.6666,2018.75,1350.4767,1350.4767,,,2,0.0,0.16320106,0.0,0.0,0.0,0.0,0.0,0.0,3.007087,1.8656082,1.6249638,1.8009595,3.0605793,0.6311997,1738.1138,1877.9446,9298.217,2980.3723,9298.217,1877.9446,0.18542469,0.18287541,0.184527,0.22555654,0.18314004,0.20033975,0.48398322,0.49498957,0.47206384,0.34251043,0.33067855,0.448419,0.81621313,0.97787696,0.9953702,0.9889281,0.984102,0.9688255,0.09626433,0.10988742,0.08143303,0.09486498,0.085739546,0.10480602
Well3,4200000003,WCA,9163.0,9163.0,2016.4166,13246712.0,12877878.0,78.59286,10589.173,36.371887,-113.45738,0.49217463,0.49217463,0,0,2,143,1.2098355,1.3634884,1.7909774,0.79517096,Neutral,346702.4,51913.02,0,0,17788.0,185974.0,372277.0,272.9,43703.0,292029.0,558779.0,681.76666,36852.0,473499.0,990776.0,474.33334,1073459.4,3624543.5,2412377.8,1385.1096,1.038677,0.6887537,0.06,3696.0388,1.3,0.6519422,0.06,2038.2194,1.5,0.61990815,0.06512033,321.38266,118,75.61522,73.28483,62a9e54eb2ddf800013659bb,629e702331fd4e000111edea,62a93218f08d5a000179770b,,,,,,,,,,,0,,,,,,,,,,,0,1314.738,,1314.8386,1.0092108,1095.0,1371.0,0.25,0.33333334,0.0,0.0,2,1314.738,,1314.8386,1.0092108,1095.0,1371.0,0.25,0.33333334,0.0,0.0,2,True,True,True,True,1445.6741,1405.4216,148.90005,117.15152,395.56296,263.2738,0.15116334,0.40336558,0.22244018,REEVES (DB),,Delaware,2016.1666,2016.4166,2500.0,2500.0,,,10,0.0,0.14973366,0.0,0.0,0.0,0.0,0.0,0.0,3.7652714,2.0129492,1.9304866,2.034576,3.444606,0.557333,3050.02,2880.1233,3298.5564,2958.4788,3298.5564,2880.1233,0.27738398,0.24759711,0.24612394,0.28900996,0.20558381,0.2824023,0.46579984,0.45877245,0.47390383,0.26500124,0.35938135,0.40969,0.8979833,0.91480607,0.9645979,0.9619082,0.91743124,0.96041065,0.100941725,0.092937484,0.078593135,0.07434572,0.08636673,0.103523016
Well4,4200000004,WCA,,,2015.9166,82376.0,458892.22,-133.32057,11283.956,36.765614,-113.56897,0.19897288,0.19897288,0,0,3,98,1.2789981,1.0222458,1.0267161,0.87577605,Neutral,343703.38,52610.812,0,0,16497.0,18689.0,29219.0,174.46666,23628.0,27929.0,67594.0,172.46666,45836.0,54271.0,125533.0,332.03333,57060.863,402119.4,144757.47,209.36021,0.8,0.81519747,0.06,747.07996,0.8275644,0.63746727,0.06,416.44,0.32857144,0.55746746,0.06512033,360.32132,133,134.05388,33.298607,62a9e54eb2ddf800013659bc,629e6f0631fd4e000111c907,62a93211f08d5a000179705b,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0.0,0.0,0,True,True,True,True,,,167.35248,,,,,,,LOVING (DB),,Delaware,2015.5,2015.9166,2500.0,2500.0,,,0,0.0,0.15307039,0.0,0.0,0.0,0.0,0.0,0.0,2.4789844,1.410064,1.5418046,1.7242514,2.716382,0.4382382,10161.894,4431.936,3541.0093,4315.064,3541.0093,4431.936,0.26506746,0.22012307,0.26575756,0.24676916,0.20943521,0.24272728,0.5662339,0.52960813,0.5422518,0.41477174,0.3971875,0.41316807,0.6195351,0.87716645,0.8817484,0.84853095,0.7528299,0.77590704,0.09078274,0.096995026,0.093191154,0.09430904,0.08740322,0.104615755
Well5,4200000005,WCA,6713.0,6713.0,2020.0,17622910.0,20089030.0,-100.70109,10446.167,36.378029999999995,-113.52104,0.53474563,0.53474563,1,0,0,95,,,,,,346629.38,52537.582,0,0,137592.0,,,1002.31036,0.0,,,0.0,261381.0,,,1902.7587,941722.6,1974040.0,0.0,1202.7725,1.3,0.71344393,0.06,2283.3103,1.3,0.68371874,0.06,,,,,318.55353,59,70.424065,80.942726,62a9e54eb2ddf800013659bd,629e711c31fd4e00011216f9,62a93225f08d5a00017981a8,,,,,,,,,,,0,1311.5106,,1311.6501,0.98674,0.0,0.0,0.125,0.16666667,0.0,0.0,1,,,,,,,,,,,0,1311.5106,,1311.6501,0.9757472,0.0,0.0,0.25,0.33333334,0.0,0.0,2,True,True,True,True,2625.1914,2992.5562,151.36679,140.28342,294.06226,0.0,0.17917064,0.34013262,,REEVES (DB),,Delaware,2019.75,2020.0,1311.5106,1311.5106,,,2,0.0,0.15156703,0.0,0.0,0.0,0.0,0.0,0.0,3.4355717,1.8238071,1.8249084,1.6938933,2.8929167,0.62380177,789.8467,2239.207,882.8137,2976.3113,882.8137,2239.207,0.31181374,0.2823836,0.2791066,0.2909322,0.2271281,0.3023496,0.55791104,0.47689897,0.49593544,0.26238272,0.34325677,0.41654184,0.8747261,0.98703134,0.977387,0.9941207,0.99434954,0.96427745,0.0904857,0.10781683,0.09010344,0.082737446,0.089006804,0.11237751
Well6,4200000006,WCA,4048.0,4048.0,2012.0834,1854431.0,1303134.6,-129.68854,10934.734,36.660776,-113.51026,0.97233456,0.97233456,0,0,1,119,1.5320442,0.56017023,6.1944447,0.9932328,Neutral,346830.94,50829.145,0,0,59818.0,99082.0,127649.0,389.48386,106625.0,185094.0,252114.0,832.89655,159420.0,223789.0,296142.0,896.8387,385776.66,906239.75,1053221.4,467.38065,1.3,0.71344393,0.06,1370.44,1.3,0.8140458,0.06,924.8129,1.5,0.65285486,0.06512033,356.93985,126,5.201863,182.82576,62a9e54eb2ddf800013659be,629e6ecc31fd4e000111c338,62a9320ef08d5a0001796e90,,,,,,,,,,,0,,,,,,,,,,,0,2401.776,,2402.1902,0.65261096,152.0,152.0,0.125,0.16666667,0.0,0.0,1,2401.776,,2402.1902,0.65261096,152.0,152.0,0.125,0.16666667,0.0,0.0,1,True,True,True,True,458.1104,321.92062,188.02762,95.30056,223.87346,260.18314,0.11545964,0.3385474,0.2284617,LOVING (DB),,Delaware,2012.0,2012.0834,2500.0,2500.0,,,2,0.0,0.14655308,0.0,0.0,0.0,0.0,0.0,0.0,2.3882322,1.433047,1.4421233,1.7942582,2.7271674,0.6600713,7587.384,2280.9973,8428.704,2503.1362,8428.704,2280.9973,0.22907735,0.24157873,0.21202913,0.2321917,0.16217943,0.21479738,0.5576702,0.5123896,0.45841286,0.5019593,0.3444725,0.35267776,0.74147356,0.9704404,0.8993877,0.9443244,0.8022139,0.7691274,0.099397495,0.09175544,0.08083458,0.07500681,0.0991957,0.10533718
Well7,4200000007,TBSG4,8285.0,8285.0,2019.1666,23451040.0,19663276.0,-144.77411,10205.002,36.458529,-113.552025,0.007422987,0.007422987,0,3,0,105,,,,,,342634.16,50617.25,0,0,162001.0,228579.0,312740.0,1092.8928,1457219.0,2173395.0,3241989.0,9750.634,964956.0,1439201.0,2146813.0,6456.7666,809224.94,7016755.5,11195418.0,1311.4714,1.2163736,0.7577131,0.06,7748.12,1.3,0.6578674,0.06,11700.76,1.5,0.67065185,0.06512033,325.25763,110,269.07272,2.0122602,62a9e54eb2ddf800013659bf,629e70bf31fd4e0001120cc7,62a93222f08d5a0001797f72,1362.572,,1388.3256,0.5414606,488.0,761.0,0.375,0.5,0.0,0.33333334,3,,,,,,,,,,,0,,,,,,,,,,,0,1362.572,,1388.3256,0.5414606,488.0,761.0,0.375,0.5,0.0,0.33333334,3,True,True,True,True,2830.542,2373.3586,271.085,97.6735,846.9228,1351.2876,0.15829468,0.93519855,1.4122825,REEVES (DB),,Delaware,2019.1666,2019.1666,1471.0026,2500.0,22.01232,16.032854,0,0.0,0.14772972,0.0,0.0,0.0,0.0,0.0,0.0,4.0065975,1.8251196,1.6684488,1.8262218,3.0459352,0.9466734,12076.78,6845.047,6405.4014,6032.5312,6405.4014,6845.047,0.24690354,0.27053317,0.2604082,0.25615537,0.20555252,0.24770416,0.53150153,0.5494529,0.4859417,0.24363835,0.31981662,0.29890528,0.85125595,0.99059916,0.9703835,0.9820492,0.9175492,0.9232682,0.083167575,0.09476716,0.072402775,0.08181512,0.07177162,0.090729535
Well8,4200000008,WCA,4276.0,4276.0,2015.8334,,,-102.50716,10739.748,36.345991,-113.36909,0.21620107,0.21620107,1,1,2,155,1.5775914,0.40531778,2.0827749,1.2700018,Neutral,338445.88,52098.207,0,0,89811.0,113139.0,152233.0,541.3,200878.0,246803.0,308490.0,1469.1666,277551.0,353637.0,458294.0,1616.6,359392.06,1169127.2,725653.75,649.56,1.289271,0.79945374,0.06,1939.92,1.2693877,0.78042275,0.06,1763.0,1.4993217,0.8725955,0.06512033,317.73245,60,99.76344,27.51849,62a9e54eb2ddf800013659c0,629e702931fd4e000111eed4,62a93218f08d5a0001797674,1661.3794,,1661.466,0.95767057,214.0,214.0,0.125,0.16666667,0.0,0.0,1,702.92944,,702.99255,0.90799415,0.0,0.0,0.125,0.16666667,0.0,0.0,1,1121.3718,,1121.385,0.71436197,92.0,123.0,0.125,0.16666667,0.0,0.0,2,702.9044,,702.9675,0.8481421,0.0,214.0,0.25,0.33333334,0.0,0.0,5,True,True,True,True,,,127.28194,84.04866,273.4161,169.70387,0.15190832,0.45367634,0.4123012,REEVES (DB),,Delaware,2015.75,2015.8334,1182.1544,702.92944,7.030801,,1,0.0,0.15393364,0.0,0.0,0.0,0.0,0.0,0.0,2.8189673,1.774787,1.31553,1.676999,2.638836,0.6621292,1440.5299,3040.4124,2670.6987,2772.142,2670.6987,3040.4124,0.29761168,0.31987303,0.30329332,0.2945489,0.23852596,0.31664878,0.49961156,0.46074453,0.4535986,0.3528591,0.41134605,0.47505274,0.79809296,0.8945209,0.926425,0.99112725,0.9943909,0.9755489,0.10573715,0.1097268,0.090321034,0.08270771,0.090649635,0.12569602
Well9,4200000009,TBSG4,4028.0,4028.0,2012.25,1566590.0,1442028.6,49.476986,10859.626,36.4683,-113.33946,0.65513426,0.65513426,0,2,2,114,1.0575283,1.0417413,1.3272212,0.9485734,Neutral,0.0,0.0,0,0,41688.0,63607.0,96457.0,244.43333,0.0,0.0,0.0,0.0,54310.0,80111.0,123454.0,312.33334,280932.9,485250.03,240885.06,293.3186,0.9966539,0.59695303,0.06,374.80313,1.3,0.5577902,0.06,220.20097,1.5,0.55114144,0.06318592,322.7123,87,72.03583,136.84496,62a9e54eb2ddf800013659c1,629e713231fd4e00011219bd,62a93229f08d5a0001798542,1682.9366,,1685.7639,0.9901628,390.0,602.0,0.25,0.33333334,0.0,0.0,2,,,,,,,,,,,0,532.51746,,653.5214,0.7738604,335.0,2222.0,0.25,0.33333334,0.6666667,0.0,2,532.51746,,653.5214,0.8820116,335.0,2222.0,0.5,0.6666667,0.6666667,0.0,4,True,True,True,True,388.92502,358.00116,208.88078,69.74501,120.46922,59.802647,0.07281991,0.09304944,0.05466757,WARD (DB),,Delaware,2012.0834,2012.8334,1710.469,1682.9366,16.295689,19.778234,1,,,,,,,,,2.5641155,1.8701535,2.0611455,2.135553,3.4152658,0.54784346,3857.2725,1646.0696,1644.3787,1331.0969,1644.3787,1646.0696,0.17558885,0.19532624,0.21663183,0.20572431,0.19847241,0.1892918,0.54349005,0.5673093,0.50223607,0.37616953,0.37517565,0.5164551,0.79545724,0.8454964,0.9031277,0.9896411,0.87308717,0.9034146,0.08657338,0.1053301,0.07334335,0.08580428,0.07364161,0.09758276
Well10,4200000010,WCA,9565.0,9565.0,2020.8334,,,34.324818,10506.624,36.430296,-113.508224,0.28456092,0.28456092,7,1,0,67,,,,,,435009.12,75640.0,0,0,140971.0,204130.0,,1291.129,204044.0,608529.0,,1401.5161,234168.0,677158.0,,1439.2903,582612.94,5110210.0,1539859.4,1549.3549,1.0874898,0.8445061,0.06,3628.68,1.1399813,0.4686212,0.06,3533.48,0.1,0.5324537,0.06512033,327.04364,68,105.85744,42.10406,62a9e54eb2ddf800013659c2,629e714631fd4e0001121bec,62a93226f08d5a000179827c,2424.594,,2424.7363,0.6215706,1157.0,1157.0,0.125,0.16666667,0.0,0.0,1,705.67035,,734.03015,0.97677207,0.0,0.0,0.625,0.8333334,0.33333334,0.6666667,7,,,,,,,,,,,0,705.58014,,734.03015,0.9722352,0.0,1157.0,0.75,1.0,0.6666667,0.6666667,15,True,True,True,True,,,147.9615,60.91092,534.26135,160.98895,0.16198169,0.37937063,0.36941767,REEVES (DB),,Delaware,2020.25,2020.8334,1301.3519,977.24725,38.01232,,2,0.0,0.17388141,0.0,0.0,0.0,0.0,0.0,0.0,2.784736,2.1415198,2.0757353,1.870555,3.2974865,0.62852,6262.27,5814.451,3334.7207,3736.7236,3334.7207,5814.451,0.24394605,0.23693796,0.21481584,0.279074,0.21284363,0.24072345,0.46346915,0.4624617,0.4533982,0.4557208,0.30348,0.45582467,0.9558384,0.9202907,0.8871867,0.97836757,0.9964256,0.97870547,0.10847644,0.10262373,0.08768035,0.08793812,0.09459344,0.100967035
Well11,4200000011,TBSG4,3324.0,3324.0,2011.0834,2069957.0,1159956.5,48.184143,11194.223,36.683409999999995,-113.47048,0.1801172,0.1801172,0,0,1,95,1.5594188,3.876256,1.5318025,0.49216926,Negative,342112.38,49857.785,0,0,24870.0,39731.0,59342.0,281.5484,150178.0,235158.0,309706.0,1716.0646,57974.0,81862.0,113375.0,853.74194,280276.62,1010924.5,883527.7,337.85788,1.3,0.6607318,0.06,1024.4904,1.3,0.6466093,0.06,2059.2773,1.5,0.8501107,0.06503583,358.90744,50,250.8052,55.098526,62a9e54eb2ddf800013659c3,629e6ec831fd4e000111c2a2,62a9320ef08d5a0001796e5e,,,,,,,,,,,0,,,,,,,,,,,0,1945.1561,,1967.4127,0.62155515,1247.0,1247.0,0.125,0.16666667,0.33333334,0.0,1,1945.1561,,1967.4127,0.62155515,1247.0,1247.0,0.125,0.16666667,0.33333334,0.0,1,True,True,True,True,622.7308,348.96405,305.90375,84.319084,304.1289,265.80255,0.10164196,0.3082101,0.61951786,LOVING (DB),,Delaware,2011.0,2011.0834,2500.0,2500.0,,,2,0.0,0.14573511,0.0,0.0,0.0,0.0,0.0,0.0,1.8209301,1.6291449,1.6868851,1.8742608,3.0981643,0.4638237,3366.3645,1905.5952,2520.5295,1537.4598,2520.5295,1905.5952,0.16139437,0.25062826,0.22846527,0.21431315,0.17169128,0.21245271,0.439815,0.5182901,0.49116105,0.62869984,0.3451322,0.41281965,0.97014964,0.96507,0.9137848,0.9816292,0.7936668,0.98416865,0.1325656,0.110948116,0.09709026,0.10463234,0.091341704,0.13284428
Well12,4200000012,TBSG4,3821.0,3821.0,2011.9166,1966919.0,1359666.6,-131.45863,11095.35,36.727678,-113.53333,0.17159027,0.17159027,0,0,2,93,1.4322635,0.8781368,1.6950539,0.7844378,Neutral,342104.94,49893.07,0,0,20483.0,31844.0,56212.0,52.4,0.0,0.0,31946.0,0.0,52596.0,75747.0,132615.0,198.7,250408.84,613986.5,576484.06,214.3027,1.3,0.57843125,0.06,836.39984,1.3,0.7309637,0.06,646.18066,1.5,0.6534127,0.06512033,361.0423,132,255.28648,52.878033,62a9e54eb2ddf800013659c4,629e6eca31fd4e000111c2ee,62a9320ef08d5a0001796e76,,,,,,,,,,,0,,,,,,,,,,,0,1956.1361,,1957.5183,0.5794008,761.0,1033.0,0.25,0.33333334,0.0,0.0,2,1956.1361,,1957.5183,0.5794008,761.0,1033.0,0.25,0.33333334,0.0,0.0,2,True,True,True,True,514.7655,355.8405,308.16452,65.5349,160.68738,150.87256,0.0560855,0.21889554,0.16911297,LOVING (DB),,Delaware,2011.8334,2011.9166,2500.0,2500.0,,,3,0.0,0.14584142,0.0,0.0,0.0,0.0,0.0,0.0,2.6539688,1.3923508,1.5432216,1.8037014,2.8084066,0.39543682,6621.7275,3377.2488,6684.466,2590.1824,6684.466,3377.2488,0.19648604,0.2129843,0.23556466,0.23624137,0.16373326,0.23782061,0.58694524,0.5267228,0.49528164,0.36777547,0.39199188,0.44396204,0.7515308,0.87158567,0.88200927,0.86767375,0.6796006,0.77899635,0.09147349,0.09081932,0.09268339,0.08069711,0.08814081,0.10190746
Well13,4200000013,TBSG4,3616.0,3616.0,2013.3334,1747906.0,1465254.8,-131.48732,10939.117,36.744783,-113.557014,0.62284595,0.62284595,0,1,1,105,4.092707,0.732573,0.16435331,0.5957833,Neutral,359469.56,50898.01,0,0,39177.0,53329.0,75652.0,289.16666,35239.0,38265.0,69228.0,0.0,80747.0,123118.0,177873.0,405.43332,247699.6,702688.3,369338.3,347.00168,1.3,0.7292824,0.06,555.10223,1.3,0.5482362,0.06,1583.2645,1.3960242,0.9114607,0.05,361.08273,132,118.30687,195.37627,62a9e54eb2ddf800013659c5,629e6ed431fd4e000111c469,62a9320ff08d5a0001796f0f,2005.5201,,2008.9524,0.5891707,790.0,790.0,0.125,0.16666667,0.0,0.0,1,,,,,,,,,,,0,2028.3077,,2033.8344,0.5574115,153.0,153.0,0.125,0.16666667,0.0,0.0,1,2005.5201,,2008.9524,0.5732911,153.0,790.0,0.125,0.16666667,0.0,0.0,2,True,True,True,True,483.38107,405.21426,313.68314,68.50099,194.32751,102.14002,0.09596285,0.15351279,0.4378497,LOVING (DB),,Delaware,2013.0834,2013.3334,2005.5201,2005.5201,25.954826,25.954826,2,0.0,0.14159198,0.0,0.0,0.0,0.0,0.0,0.0,2.465857,1.4544009,1.5023437,1.6578027,2.7555256,0.46400377,11053.867,4590.748,5003.5557,3719.77,5003.5557,4590.748,0.22917968,0.21881925,0.24359292,0.2593642,0.17020935,0.25156644,0.6205972,0.5365703,0.5006865,0.43090257,0.39607197,0.44686085,0.7544296,0.8796389,0.879142,0.8772373,0.6776508,0.80446434,0.09755631,0.09005201,0.095729336,0.093331024,0.08832659,0.108460456
Well14,4200000014,WCBL,9561.0,9561.0,2019.3334,,,-131.37926,11514.624,36.412724,-113.22396,0.54505724,0.54505724,3,1,0,63,,,,,,289263.8,57743.1,0,0,85936.0,114011.0,170589.0,833.0,520895.0,577080.0,1050387.0,5829.0,87083.0,151009.0,226607.0,762.1,459361.0,470647.62,3946841.5,999.60004,1.3,0.8270525,0.06,914.51996,0.9405236,0.7623173,0.06,6994.8,1.5,0.79067093,0.06512033,319.1525,90,64.58241,77.37482,62a9e54eb2ddf800013659c6,629e70ec31fd4e0001120ffd,62a93230f08d5a00017989fb,,,,,,,0.0,0.0,0.0,0.0,0,742.2151,,775.486,1.1239499,0.0,31.0,0.25,0.33333334,0.6666667,0.0,3,,,,,,,,,,,0,742.2151,,775.486,1.1449124,-31.0,31.0,0.5,0.6666667,0.6666667,0.6666667,6,True,True,True,True,,,141.95723,48.045288,49.225773,412.80634,0.104549736,0.095651075,0.73159707,WARD (DB),,Delaware,2018.8334,2019.3334,904.36615,2500.0,42.327175,124.94456,2,0.0,0.1996209,0.0,0.0,0.0,0.0,0.0,0.0,2.33866,1.665781,1.1623617,1.5593963,2.2830927,0.68143463,1560.0995,1205.8922,3259.9675,1372.4109,3259.9675,1205.8922,0.2638688,0.23191,0.29948813,0.26421782,0.2225083,0.2876755,0.5432144,0.51652604,0.53493524,0.39838442,0.4092128,0.5109044,0.90128267,0.93988687,0.99601233,0.9813719,0.9925502,0.98493236,0.0941459,0.11685527,0.08824972,0.09698918,0.084244125,0.10049744
Well15,4200000015,WCA,4629.0,4629.0,2016.8334,12391520.0,11350631.0,88.20632,10687.266,36.577543,-113.7538,0.17612931,0.17612931,1,0,1,52,1.2533108,1.1611997,1.0889106,0.8195363,Neutral,371746.62,65260.445,0,0,129944.0,218636.0,347644.0,764.1613,282791.0,432469.0,671802.0,1758.0968,275841.0,499141.0,943984.0,1626.6129,847704.56,2546936.5,1369958.1,986.5936,0.94365627,0.622626,0.06,2254.982,0.8,0.5,0.06,2171.187,0.6420303,0.6174067,0.06512033,351.65906,97,188.89615,40.382732,62a9e54eb2ddf800013659c7,629e701e31fd4e000111ed1f,62a93217f08d5a0001797610,,,,,,,,,,,0,,810.07355,826.1337,1.1320269,0.0,0.0,0.25,0.16666667,0.0,0.6666667,1,1211.4297,,1239.5057,0.7281671,1492.0,1492.0,0.125,0.16666667,0.33333334,0.0,1,1211.4297,810.0735,826.13354,1.0082784,0.0,1492.0,0.5,0.33333334,0.6666667,0.6666667,3,True,True,True,True,2676.9324,2452.0698,229.27888,183.12909,550.21313,295.9512,0.21313322,0.48714235,0.4690402,REEVES (DB),,Delaware,2016.6666,2016.8334,162.10425,2500.0,,,3,0.0,0.17555088,0.0,0.0,0.0,0.0,0.0,0.0,2.1103234,1.4942642,1.5529698,1.3215921,3.0512104,0.2843382,6199.6226,3756.5894,7410.014,4211.081,7410.014,3756.5894,0.29124466,0.31937155,0.2798825,0.27663305,0.20841314,0.28451994,0.5061166,0.5205476,0.47582385,0.43570533,0.45509884,0.4731876,0.8646786,0.8759221,0.594783,0.7974866,0.9292743,0.9477931,0.0845366,0.07964261,0.06591322,0.06226713,0.07753255,0.09839031
